playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot,대학,고교
31720,1720,,,1970,3,11,South Korea,,,,,,,,,Hoon,Kim,,,,,,R,R,1993,1998,Yonsei University,,,,,41720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,
40563,10563,,,1985,9,12,South Korea,,Seoul,,,,,,,Yun-seop,Han,,,,183,72,R,R,2008,2015,Dong-A University,,,,,50563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,경동고
41306,11306,,,1996,2,10,South Korea,,Suwon,,,,,,,Dae-in,Hwang,,,,178,70,R,R,2015,2024,,,,,,51306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경기고
43004,13004,,,1994,1,8,South Korea,,Hwasun,,,,,,,Min-jae,Choi,,,,179,70,L,R,2016,2023,,,,,,53004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,화순고
40943,10943,,,1989,12,17,South Korea,,Suwon,,,,,,,Ui-joon,Seong,,,,175,68,R,R,2012,2017,Hanyang University,,,,,50943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,경기고
43009,13009,,,1995,5,26,South Korea,,Incheon,,,,,,,Seung-hyun,Baek,,,,183,72,R,R,2015,2024,,,,,,53009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,인천고
31809,1809,,,1971,7,5,South Korea,,Cheongju,,,,,,,Dong-il,Son,,,,175,68,R,R,1994,2000,Wonkwang University,,,,,41809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,세광고
44151,14151,,,1996,6,17,South Korea,,Pohang,,,,,,,Kyeong-mo,Choi,,,,168,66,R,R,2019,2024,Hongik University,,,,,54151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,경북고
31305,1305,,,1963,2,22,South Korea,,Changwon,,,,,,,Chang-won,Lee,,,,,,R,R,1986,1993,Konkuk University,,,,,41305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,마산상고
40868,10868,,,1993,1,26,South Korea,,Seoul,,,,,,,Kyu-min,Kim,,,,188,74,L,L,2016,2021,,,,,,50868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,휘문고
31579,1579,,,1973,5,1,South Korea,,Gwangju,,,,,,,Jae-duk,Kim,,,,,,L,L,1991,1998,,,,,,41579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광주상고
45443,15443,,,2004,11,16,South Korea,,Cheongju,,,,,,,Dae-seon,Jung,,,,185,72,R,R,2023,2024,,,,,,55443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,세광고
32240,2240,,,1983,9,24,South Korea,,Seoul,,,,,,,Tae-ho,Lee,,,,182,71,L,L,2002,2007,,,,,,42240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경동고
44806,14806,,,2002,4,4,South Korea,,Gwangju,,,,,,,Hyeong-woo,Cho,,,,187,73,R,R,2021,2024,,,,,,54806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광주제일고
44579,14579,,,1989,9,18,South Korea,,,,,,,,,Taylor davis,Motter,,,,185,72,R,R,2020,2020,,,,,,54579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
40758,10758,,,1987,2,17,South Korea,,Gunsan,,,,,,,Sun-il,Hwang,,,,187,73,L,L,2006,2015,,,,,,50758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,군산상고
41437,11437,,,1970,2,9,South Korea,,,,,,,,,Hyo-dong,Woo,,,,,,R,R,1992,1994,Kyungsung University,,,,,51437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,
42606,12606,,,1997,7,15,South Korea,,Seoul,,,,,,,Sung-ho,Hong,,,,187,73,L,R,2016,2024,,,,,,52606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,선린인터넷고
31066,1066,,,1958,4,18,South Korea,,Incheon,,,,,,,Jin-chul,Kim,,,,,,R,R,1982,1982,Inha University,,,,,41066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,인천고
41388,11388,,,1996,11,1,South Korea,,Busan,,,,,,,Tae-yul,Kang,,,,179,70,R,R,2015,2024,,,,,,51388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,부경고
41369,11369,,,1992,6,7,South Korea,,Incheon,,,,,,,Hyun-seok,Lee,,,,175,68,R,R,2015,2023,Dongguk University,,,,,51369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동국,제물포고
41207,11207,,,1995,7,31,South Korea,,Seongnam,,,,,,,Gyeong-ho,Kim,,,,180,70,L,R,2014,2021,,,,,,51207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,야탑고
31238,1238,,,1962,2,19,South Korea,,Gwangju,,,,,,,Tae-up,Kim,,,,,,R,R,1985,1988,Yonsei University,,,,,41238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,광주상고
43194,13194,,,1998,4,10,South Korea,,Incheon,,,,,,,Jeong-beom,Lee,,,,178,70,L,L,2017,2024,,,,,,53194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,인천고
32018,2018,,,1975,10,10,South Korea,,Seongnam,,,,,,,Min-kyu,Kang,,,,181,71,R,R,1998,2001,Wonkwang University,,,,,42018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,성남고
31522,1522,,,1971,6,1,South Korea,,Ulsan,,,,,,,Dong-chae,Lee,,,,,,R,R,1990,1994,,,,,,41522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,현대공고
41483,11483,,,1992,8,7,South Korea,,Busan,,,,,,,Jae-yu,Kim,,,,180,70,L,R,2015,2023,Dong-eui University,,,,,51483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동의,부경고
31832,1832,,,1975,7,17,South Korea,,Seoul,,,,,,,Seok-won,Ham,,,,182,71,R,R,1994,1998,,,,,,41832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,충암고
32274,2274,,,1984,4,1,South Korea,,Gwangju,,,,,,,Ju-ho,Kim,,,,184,72,L,R,2003,2007,,,,,,42274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광주제일고
31355,1355,,,1964,11,25,South Korea,,Changwon,,,,,,,Guk-heon,Jung,,,,,,R,R,1987,1990,Chung-Ang University,,,,,41355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,마산고
31506,1506,,,1972,1,23,South Korea,,Gwangju,,,,,,,Byung-doo,Kim,,,,,,R,R,1990,1993,,,,,,41506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,진흥고
42589,12589,,,1994,1,28,South Korea,,Hwasun,,,,,,,In-hwan,Kim,,,,186,73,L,R,2016,2024,Sungkyunkwan University,,,,,52589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,화순고
40703,10703,,,1987,9,7,South Korea,,Gunsan,,,,,,,Jun-ho,Lee,,,,183,72,R,R,2010,2019,Korea University,,,,,50703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,군산상고
31285,1285,,,1963,2,1,South Korea,,Daejeon,,,,,,,Soo-gil,Kim,,,,177,69,R,R,1986,1990,Hanyang University,,,,,41285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,대전고
44779,14779,,,1996,7,12,South Korea,,,,,,,,,Geon-hyeong,Kim,,,,182,71,L,R,2021,2024,,,,,,54779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
41415,11415,,,1992,8,10,South Korea,,Cheongju,,,,,,,Hyun-sang,Ju,,,,177,69,R,R,2015,2024,Dong-A University,,,,,51415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,청주고
44597,14597,,,2001,5,30,South Korea,,Gwangju,,,,,,,Si-won,Park,,,,185,72,L,R,2020,2024,,,,,,54597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광주제일고
31798,1798,,,1973,8,27,South Korea,,Seoul,,,,,,,Jung-kyu,Kim,,,,183,72,R,R,1994,1999,,,,,,41798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,덕수상고
32345,2345,,,1983,1,7,South Korea,,Seoul,,,,,,,Seung-gyun,Yun,,,,184,72,R,R,2005,2008,Hongik University,,,,,42345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,신일고
31593,1593,,,1972,1,21,South Korea,,Incheon,,,,,,,Geun-yeob,Lee,,,,190,74,R,R,1991,1999,,,,,,41593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,인천고
43079,13079,,,1999,2,20,South Korea,,Gangneung,,,,,,,Min-seok,Kwon,,,,184,72,R,R,2018,2024,,,,,,53079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,강릉고
40062,10062,,,1974,6,9,South Korea,,Gwangju,,,,,,,Dae-jin,Lee,,,,180,70,R,R,1993,2012,,,,,,50062,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,진흥고
31103,1103,,,1957,7,11,South Korea,,,,,,,,,Soon-man,Hong,,,,,,R,R,1982,1986,Dongguk University,,,,,41103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동국,
31913,1913,,,1973,8,17,South Korea,,,,,,,,,Myung-sung,An,,,,,,R,R,1996,1997,Hanyang University,,,,,41913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,
32132,2132,,,1977,4,27,South Korea,,Gwangju,,,,,,,Hong-jun,Cho,,,,186,73,R,R,2000,2000,Chung-Ang University,,,,,42132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,광주상고
40345,10345,,,1986,2,28,South Korea,,Seoul,,,,,,,Seung-min,Hur,,,,177,69,L,L,2000,2015,Konkuk University,,,,,50345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,동성고
44880,14880,,,1998,7,4,South Korea,,Incheon,,,,,,,Ji-seung,Jang,,,,185,72,R,R,2021,2023,Sungkyunkwan University,,,,,54880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,동산고
31547,1547,,,1971,7,14,South Korea,,Pohang,,,,,,,In-chul,Kim,,,,187,73,R,R,1990,2007,,,,,,41547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,포철공고
31833,1833,,,1967,7,10,Japan,,,,,,,,,Soon-ki,Hong,,,,,,R,R,1994,1994,,,,,,41833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,일본 명고옥 전기고
32001,2001,,,1973,6,3,South Korea,,,,,,,,,Yu-shin,Heo,,,,,,L,R,1996,1998,Kyung Hee University,,,,,42001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,
32034,2034,,,1975,6,12,South Korea,,Seoul,,,,,,,Woo-seok,Lee,,,,182,71,L,R,1998,2000,Inha University,,,,,42034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,덕수상고
41200,11200,,,1994,5,4,South Korea,,Seoul,,,,,,,Jun-suk,Song,,,,176,69,L,L,2000,2023,Daegu Cyber University,,,,,51200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,대구사이버,장충고
31601,1601,,,1968,8,3,South Korea,,,,,,,,,Hak-won,Jung,,,,,,R,R,1991,1995,Wonkwang University,,,,,41601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,원광,
32045,2045,,,1967,3,26,South Korea,,,,,,,,,Shawn robert,Hare,,,,,,L,L,1998,1998,,,,,,42045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
31570,1570,,,1968,5,30,South Korea,,Changwon,,,,,,,Jin-kyu,Kang,,,,181,71,R,R,1991,1992,Yonsei University,,,,,41570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,마산고
31584,1584,,,1972,1,15,South Korea,,Seoul,,,,,,,Kyu-dae,Park,,,,184,72,R,R,1991,1999,,,,,,41584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,성광고
44762,14762,,,1989,3,18,South Korea,,,,,,,,,David joseph,Freitas,,,,188,74,R,R,2021,2021,,,,,,54762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
45624,15624,,,2000,3,24,South Korea,,,,,,,,,Dong-wook,Seo,,,,175,68,R,R,2023,2024,Hongik University,,,,,55624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,
44116,14116,,,2000,4,13,South Korea,,Seoul,,,,,,,Woo-hyun,Yang,,,,175,68,L,R,2019,2024,,,,,,54116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,충암고
32242,2242,,,1976,5,16,South Korea,,Pohang,,,,,,,Sung-yeol,Jung,,,,190,74,R,R,1999,2003,Hanyang University,,,,,42242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,경북고
31595,1595,,,1972,12,25,South Korea,,Gwangyang,,,,,,,Jong-min,Lee,,,,175,68,R,R,1991,2002,,,,,,41595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,광영고
40930,10930,,,1989,2,22,South Korea,,Ansan,,,,,,,Chan-do,Park,,,,185,72,L,R,2013,2021,Chung-Ang University,,,,,50930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,안산공고
32102,2102,,,1976,8,22,South Korea,,Busan,,,,,,,Sung-min,Seo,,,,182,71,R,R,1999,2004,Yonsei University,,,,,42102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,부산상고
40172,10172,,,1989,10,8,South Korea,,Incheon,,,,,,,Hae-seong,Kuk,,,,180,70,S,R,2008,2023,,,,,,50172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,인천고
42903,12903,,,1998,7,16,South Korea,,Busan,,,,,,,Su-yun,Kim,,,,180,70,R,R,2017,2024,,,,,,52903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,부산고
31374,1374,,,1964,1,30,South Korea,,Pohang,,,,,,,Hong-sik,Lee,,,,,,R,R,1988,1989,Yeungnam University,,,,,41374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,영남,경북고
44988,14988,,,1988,5,28,South Korea,,,,,,,,,Justin james,Bour,,,,,,L,R,2021,2021,,,,,,54988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
40925,10925,,,1988,2,5,South Korea,,Seoul,,,,,,,Min-jae,Lee,,,,177,69,L,L,2012,2015,Hongik University,,,,,50925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,경동고
42583,12583,,,1993,9,30,South Korea,,Gwangju,,,,,,,Jin-hyuk,Jang,,,,184,72,L,R,2016,2024,Dankook University,,,,,52583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,단국,광주제일고
40744,10744,,,1983,6,9,South Korea,,Changwon,,,,,,,Seung-jae,Lee,,,,182,71,R,R,2006,2015,Kyung Hee University,,,,,50744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,마산고
44133,14133,,,2000,8,30,South Korea,,Seoul,,,,,,,Seong-won,Joo,,,,182,71,R,R,2019,2024,,,,,,54133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,개성고
43164,13164,,,1999,9,27,South Korea,,Incheon,,,,,,,Min-kyu,Kong,,,,183,72,L,R,2018,2024,,,,,,53164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,인천고
41436,11436,,,1968,11,10,South Korea,,,,,,,,,Gi-taek,Park,,,,,,R,R,1991,1995,Inha University,,,,,51436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,
32173,2173,,,1977,7,27,South Korea,,Incheon,,,,,,,Jin-ho,Bang,,,,179,70,R,R,2001,2002,Gyeongnam University,,,,,42173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경남,동산고
44819,14819,,,1998,9,21,South Korea,,Busan,,,,,,,Ju-chan,Lee,,,,181,71,R,R,2021,2024,Dong-eui University,,,,,54819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동의,경남고
31099,1099,,,1959,2,28,South Korea,,,,,,,,,Young-hwan,Choi,,,,,,R,R,1982,1991,Yeungnam University,,,,,41099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,영남,
44209,14209,,,2000,2,23,South Korea,,Busan,,,,,,,Geon,Kim,,,,183,72,R,R,2019,2024,,,,,,54209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경남고
31069,1069,,,1957,8,11,South Korea,,,,,,,,,Hwi-wook,Kim,,,,,,R,R,1982,1982,Hanyang University,,,,,41069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,한양,
41145,11145,,,1989,7,23,South Korea,,Seongnam,,,,,,,Tae-woo,Kim,,,,181,71,R,R,2013,2017,Dankook University,,,,,51145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,단국,성남고
41328,11328,,,1992,1,25,South Korea,,Seoul,,,,,,,Seung-han,Ahn,,,,176,69,R,R,2015,2024,Dong-A University,,,,,51328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,충암고
41420,11420,,,1994,12,24,South Korea,,Seoul,,,,,,,Han-kyul,Park,,,,183,72,R,R,2013,2021,,,,,,51420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경동고
40186,10186,,,1990,6,7,South Korea,,Seoul,,,,,,,Jin-hyeong,Kim,,,,179,70,R,R,2014,2019,,,,,,50186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,선린인터넷고
41290,11290,,,1985,6,21,South Korea,,#N/A,,,,,,,Chi-seung,Hwangmok,,,,173,68,R,R,2014,2017,Asia University (Japan),,,,,51290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,일본 아세아,일본 교토고쿠사이고
31169,1169,,,1955,10,8,South Korea,,Gunsan,,,,,,,Jong-gyu,Cho,,,,,,R,R,1983,1985,Konkuk University,,,,,41169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,건국,군산상고
31526,1526,,,1968,2,28,South Korea,,,,,,,,,Bong-seok,Jeon,,,,,,R,R,1990,1997,Kyungsung University,,,,,41526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,
32121,2121,,,1968,12,23,South Korea,,,,,,,,,Darryl maurice,Brinkley,,,,181,71,R,R,2000,2000,,,,,,42121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
32377,2377,,,1975,5,17,South Korea,,,,,,,,,Scott,Seabol,,,,193,75,R,R,2006,2006,,,,,,42377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
31424,1424,,,1965,5,11,South Korea,,Gunsan,,,,,,,Ho-ik,Jang,,,,,,R,R,1989,1990,Yonsei University,,,,,41424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,연세,군산상고
41363,11363,,,1993,9,22,South Korea,,Seoul,,,,,,,Yun-ho,Hwang,,,,177,69,R,R,2015,2021,,,,,,51363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,장충고
45647,15647,,,1993,9,8,South Korea,,,,,,,,,Nick,Williams,,,,190,74,L,L,2023,2023,,,,,,55647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,
44813,14813,,,2003,1,10,South Korea,,Busan,,,,,,,Min-kyu,Jung,,,,183,72,R,R,2021,2024,,,,,,54813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,부산고
31359,1359,,,1963,5,8,South Korea,,Busan,,,,,,,Yoon-tae,Hwang,,,,,,R,R,1987,1989,Dong-A University,,,,,41359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,부산고
42935,12935,,,1994,8,20,South Korea,,Cheongju,,,,,,,Won-tak,Ra,,,,183,72,R,R,2017,2023,Hongik University,,,,,52935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,세광고
31201,1201,,,1960,8,14,South Korea,,Gwangju,,,,,,,Jung-nam,Kang,,,,,,L,L,1984,1984,Dongguk University,,,,,41201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동국,광주상고
31086,1086,,,1953,7,21,South Korea,,,,,,,,,Sung-deuk,Lee,,,,,,R,R,1982,1982,Korea University,,,,,41086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,고려,
32177,2177,,,1978,10,11,South Korea,,Busan,,,,,,,Je-hoon,Sim,,,,178,70,R,R,2001,2004,Dong-A University,,,,,42177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,부산고
32310,2310,,,1974,10,15,South Korea,,#N/A,,,,,,,Mendy,Lopez,,,,189,74,R,R,2004,2004,,,,,,42310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,도미니카 산페드로고
31430,1430,,,1967,3,18,South Korea,,Boseong,,,,,,,Yeon-su,Kwak,,,,,,R,R,1989,1994,Dongguk University,,,,,41430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동국,보성고
32140,2140,,,1973,8,24,South Korea,,#N/A,,,,,,,Arquimedez pozo,Ortiz,,,,,,R,R,2000,2000,,,,,,42140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,도미니카 프라그라노배인고
42613,12613,,,1997,1,27,South Korea,,Seoul,,,,,,,Sang-hyun,Ahn,,,,178,70,R,R,2016,2024,,,,,,52613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,용마고
31970,1970,,,1974,5,5,South Korea,,Cheonan,,,,,,,Kyu-chul,Kang,,,,178,70,R,R,1997,2001,Kyung Hee University,,,,,41970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경희,북일고
40836,10836,,,1990,2,22,South Korea,,Gwangju,,,,,,,Soo-kang,Yoon,,,,181,71,R,R,2012,2021,Sungkyunkwan University,,,,,50836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,광주제일고
41091,11091,,,1991,1,28,South Korea,,Busan,,,,,,,Jae-min,Kim,,,,177,69,R,R,2013,2014,Dong-A University,,,,,51091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,경남고
43006,13006,,,1998,5,29,South Korea,,Cheonan,,,,,,,Chi-young,An,,,,176,69,L,R,2017,2024,,,,,,53006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,북일고
32227,2227,,,1975,9,2,South Korea,,Incheon,,,,,,,Woo-seok,Kim,,,,181,71,R,R,2002,2008,Hongik University,,,,,42227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,인천고
31726,1726,,,1970,12,29,South Korea,,,,,,,,,Gi-beom,Kye,,,,,,R,R,1993,1997,Hongik University,,,,,41726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,
43096,13096,,,1998,3,20,South Korea,,Incheon,,,,,,,Su-hwan,Kim,,,,180,70,R,R,2018,2024,,,,,,53096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,제물포고
32168,2168,,,1978,2,18,South Korea,,Seoul,,,,,,,Jae-hak,Kim,,,,176,69,L,L,2001,2004,Chung-Ang University,,,,,42168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,중앙,덕수상고
31741,1741,,,1973,10,29,South Korea,,Suwon,,,,,,,Sang-young,So,,,,,,R,R,1992,1998,,,,,,41741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경기상고
40164,10164,,,1979,4,19,South Korea,,Busan,,,,,,,Jin-soo,Kim,,,,180,70,R,R,1998,2009,Sehan University,,,,,50164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,세한,경남고
31888,1888,,,1972,4,6,South Korea,,,,,,,,,Bo-hyung,Lee,,,,,,R,R,1995,1997,Inha University,,,,,41888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,인하,
31829,1829,,,1972,1,18,South Korea,,,,,,,,,Chan-wook,Choi,,,,,,R,R,1994,1995,Kyungsung University,,,,,41829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,경성,
41285,11285,,,1988,4,16,South Korea,,Seoul,,,,,,,Joo-hyun,Kim,,,,178,70,R,R,2008,2017,,,,,,51285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,덕수정보고
31667,1667,,,1972,8,18,South Korea,,Daejeon,,,,,,,Sang-hyun,Park,,,,,,R,R,1992,1998,,,,,,41667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,대전고
44214,14214,,,1996,3,5,South Korea,,Busan,,,,,,,Joo-hyeong,Kim,,,,173,68,R,R,2019,2024,Hongik University,,,,,54214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,경남고
31889,1889,,,1976,10,31,South Korea,,Incheon,,,,,,,Yong-joo,Lee,,,,178,70,S,R,1995,2002,,,,,,41889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,동산고
31929,1929,,,1973,9,15,South Korea,,Incheon,,,,,,,Hyun-min,Kim,,,,177,69,R,R,1996,2002,Hongik University,,,,,41929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,홍익,인천고
31729,1729,,,1971,4,27,South Korea,,,,,,,,,Jae-kwang,Kwon,,,,,,R,R,1993,1996,Dong-A University,,,,,41729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,동아,
31945,1945,,,1977,4,19,South Korea,,Pohang,,,,,,,Chun-dong,Ha,,,,178,70,S,R,1996,2002,,,,,,41945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,,경북고
32164,2164,,,1978,3,12,South Korea,,Seoul,,,,,,,Oh-hyun,Kwon,,,,182,71,R,R,2001,2004,Sungkyunkwan University,,,,,42164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian,4,성균관,신일고
