YEAR,AB,Hits,Doubles,Triples,Homeruns,BB,HBP,K,SB,CS,SAC,OBP,SLG,OPS,SBAperRFB,SB%,Runs Per Game,FLD%,DP,GIDP,GIDP/DP(league),DPperRFB,OF PutOuts/(IPouts-K),OF Assists/(IPouts-K),ERA,IPouts,WHIP,K:BB ratio,IPouts/GS,IPouts/RA,GB:FB,GB%,CG%,SHO per Win,SV per Win,Wild Pitches,Wild Pitches per IPout,Balks/IPouts,Passed Balls/IPouts,SF/(IPouts-K),Runs per 27 IPouts,BFP,BFP per 27 outs,Relief Appearances,Pickoffs per RFB,ERC,XBT,LF Assists per Ipout-K,CF Assists per Ipout-K,RF Assists per Ipout-K,C FLD,1B FLD,2B FLD,3B FLD,SS FLD,OF FLD,P FLD,LF FLD,CF FLD,RF FLD,DefEff Spread (Max - Min),BABIP Against Spread,PH AB per AB,Sac Bunt Success Rate,Position Player SAC Bunts,Estimated  OF AO percentage,Estimated IF AO percentage,Pitcher AB,P AB/Total AB,Position Player SAC/AB,Pitcher SAC/AB,SP ERA,RP ERA,Relief Appearances per 27 IPouts,Singles,Infield Swinging Singles NonBunt (estiamted 1871-1987),Bunt Singles (estimated 1871-1987),Infield Swinging Singles/Total Singles,Bunt Singles/Total Singles,MLB pBABIP,IBB
1870,10822,3101,434,239,47,393,108,175,441,123,230,0.312,0.384,0.695,0.195697432,0.781914894,10.46850394,0.833,146,74,0.506849315,0.050659264,0.216273764,0.013536122,4.22,6750,1.553,0.445292621,26.03149606,6,0.774251992,0.436382202,0.909448819,0.032,0.033333333,208,0.030814815,0.000296296,0.072592593,0.008650951,10.636,11215,44.86,23,0.003825468,4.69,0.5,0.005475285,0.004258555,0.003802281,0.841684822,0.929349736,0.824126268,0.700914849,0.780557135,0.831590534,0.861513688,0.834008097,0.8544,0.796008869,0.06,0.076626484,0.004,0.975743855,204,0.391039419,0.608960581,1073,0.09914988,0.020925223,0.024231128,4.16,6.55,0.092,2381,288,77,0.120957581,0.032339353,0.322,13
1871,10822,3101,434,239,47,393,108,175,441,123,230,0.312,0.384,0.695,0.195697432,0.781914894,10.46850394,0.833,146,74,0.506849315,0.050659264,0.216273764,0.013536122,4.22,6750,1.553,0.445292621,26.03149606,6,0.774251992,0.436382202,0.909448819,0.032,0.033333333,208,0.030814815,0.000296296,0.072592593,0.008650951,10.636,11215,44.86,23,0.003825468,4.69,0.5,0.005475285,0.004258555,0.003802281,0.841684822,0.929349736,0.824126268,0.700914849,0.780557135,0.831590534,0.861513688,0.834008097,0.8544,0.796008869,0.06,0.076626484,0.004,0.975743855,204,0.391039419,0.608960581,1073,0.09914988,0.020925223,0.024231128,4.16,6.55,0.092,2381,288,77,0.120957581,0.032339353,0.322,13
1872,15663,4467,581,145,37,263,153,265,269,134,333,0.297,0.348,0.645,0.097815534,0.667493797,9.262295082,0.837,189,97,0.513227513,0.045873786,0.209840509,0.012509121,3.65,9858,1.439,1.007604563,26.32240437,6.054054054,0.773309711,0.436082714,0.893442623,0.056,0.039325843,202,0.020490972,0.000202881,0.029316291,0.00839362,9.284844796,15928,43.62507608,37,0.003907314,4.19,0.5,0.004795163,0.004482435,0.003023038,0.84664401,0.930017069,0.825819672,0.757674419,0.774250441,0.822872545,0.814159292,0.840909091,0.828421053,0.781725888,0.127,0.097754935,0.004,0.97462172,296,0.378508543,0.621491457,1505,0.096086318,0.020906908,0.024584718,3.53,4.13,0.101339014,3704,449,111,0.121220302,0.029967603,0.321,8
1873,16959,4926,570,211,47,335,167,278,314,131,359,0.304,0.357,0.661,0.09673913,0.705617978,8.994974874,0.83,263,122,0.463878327,0.057173913,0.211626575,0.016132111,3.4,10754,1.468,0.829850746,26.50753769,6,0.853808912,0.460570076,0.909547739,0.041,0.045685279,124,0.011530593,9.30E-05,0.038497303,0.008465063,8.988283429,17294,43.41993677,34,0.003818449,4.3,0.5,0.005154639,0.005345552,0.005727377,0.840634126,0.924886682,0.830758175,0.738691438,0.778723404,0.804853387,0.805845511,0.823296355,0.81871345,0.749631811,0.08,0.046841619,0.004,0.975411286,319,0.397462365,0.602537635,1655,0.097598,0.020844224,0.024169184,3.35,4.31,0.085363586,4098,497,120,0.121278673,0.029282577,0.323,11
1874,19104,5224,634,194,40,238,186,357,242,97,412,0.282,0.333,0.616,0.070920502,0.713864307,7.478448276,0.827,221,107,0.484162896,0.04623431,0.215437788,0.016458196,2.19,12509,1.31,1.5,26.65517241,5.64,0.83665234,0.455531143,0.94612069,0.065,0.012987013,127,0.01015269,0,0.028699336,0.008617512,7.489807339,19342,41.74866096,25,0.00427742,3.5,0.5,0.004279131,0.006171824,0.006007242,0.801070192,0.932009167,0.804724409,0.759356287,0.786204406,0.801935117,0.809677419,0.827747989,0.823045267,0.722428748,0.077,0.052114432,0.004,0.971969221,366,0.398868173,0.601131827,2003,0.104847152,0.021402257,0.022965552,2.14,4.3,0.053961148,4356,527,137,0.120982553,0.031450872,0.303,8
1875,26833,6812,839,273,40,249,261,675,629,320,590,0.261,0.31,0.571,0.153808752,0.66280295,6.136231884,0.849,350,142,0.405714286,0.056726094,0.198256594,0.019110416,2.23,18571,1.141,2.710843373,26.2884058,5.917808219,0.853809261,0.460570178,0.9,0.149,0.053731343,330,0.017769641,0.000269237,0.043939476,0.007930264,6.155726671,27082,39.37397017,73,0.004917736,2.66,0.5,0.004470273,0.00597899,0.008661153,0.823099415,0.935575968,0.83669687,0.764102564,0.816185857,0.818392256,0.864983001,0.840563991,0.830659537,0.768163265,0.101,0.033582227,0.004,0.962266612,524,0.374221396,0.625778604,2618,0.097598,0.02163948,0.025210084,2.2,2.83,0.106133218,5660,683,196,0.120671378,0.034628975,0.278,8
1876,20121,5338,633,181,40,336,197,589,800,396,433,0.277,0.321,0.598,0.238389476,0.668896321,5.896153846,0.866,274,179.85,0.656386861,0.054614311,0.221586323,0.019443833,2.31,14218,1.197,1.75297619,26.76538462,6,0.73223044,0.422709602,0.907692308,0.183,0.050583658,187,0.013152342,0,0.031861021,0.008863453,5.822337882,20536,38.99789,50,0.004628809,2.79,0.5,0.005062734,0.006530193,0.007850906,0.805333333,0.942167035,0.863676085,0.806785271,0.865595325,0.847304617,0.873701039,0.851308232,0.873260073,0.803174603,0.129,0.107964622,0.004,0.956090652,385,0.395325015,0.604674985,1963,0.097598,0.021202776,0.024452369,2.28,2.93,0.094950063,4484,543,144,0.121097235,0.032114184,0.284,11
1877,13667,3705,431,204,24,345,135,726,562,278,282,0.289,0.338,0.627,0.238230289,0.669047619,5.666666667,0.884,210,145.2,0.691428571,0.059557572,0.203401134,0.022674225,2.81,9723,1.25,2.104347826,26.425,6,0.911836468,0.476942711,0.905555556,0.113,0.02259887,202,0.020775481,0,0.03692276,0.008136045,5.664918235,14009,38.90188214,35,0.004503942,3.03,0.5,0.006557741,0.008002668,0.008002668,0.876092137,0.951350036,0.867093373,0.841471148,0.864637985,0.831622177,0.915254237,0.854855923,0.835075494,0.79277865,0.081,0.067166955,0.004,0.920319017,251,0.401268579,0.598731421,1333,0.097598,0.020350251,0.023255814,2.77,3.56,0.097192225,3046,369,94,0.121142482,0.030860144,0.295,11
1878,13644,3539,481,132,23,364,135,1081,542,269,275,0.279,0.319,0.598,0.238389183,0.668310727,5.173913043,0.893,233,156.75,0.672746781,0.068489124,0.187268024,0.03250478,2.3,9972,1.174,2.96978022,26.82065217,6,1.174630386,0.54015174,0.956521739,0.139,0.005555556,236,0.023666266,0,0.044424388,0.007490721,5.155234657,14017,37.95216606,17,0.004787654,2.67,0.5,0.006635924,0.009672703,0.016196153,0.891393443,0.955786149,0.873507463,0.863576159,0.877222222,0.833617747,0.887850467,0.840848806,0.855436081,0.802124834,0.023,0.014409392,0.004,0.881156552,244,0.419944282,0.580055718,1331,0.097598,0.019816454,0.023290759,2.27,2.91,0.046028881,2903,351,92,0.120909404,0.031691354,0.289,12
1879,24155,6171,958,317,58,508,238,1843,890,441,492,0.271,0.329,0.599,0.238359599,0.668670173,5.309968847,0.892,384,276.375,0.719726563,0.068767908,0.206135837,0.027977875,2.5,17391,1.152,3.627952756,26.77102804,6,1.134774398,0.531566427,0.948598131,0.142,0.006329114,363,0.020872865,0,0.044620781,0.008245433,5.29256512,24666,38.29463516,34,0.005086909,2.58,0.5,0.006946231,0.008489838,0.012541806,0.888650504,0.952685592,0.896537595,0.830296128,0.871764356,0.837514384,0.900730816,0.837820092,0.860983607,0.809560524,0.06,0.041128423,0.004,0.885551646,437,0.452758137,0.547241863,2357,0.097598,0.020047711,0.023334748,2.46,3.17,0.052785924,4838,584,164,0.120711038,0.033898305,0.287,17
1880,24301,5946,980,328,62,740,241,1989,886,438,499,0.267,0.32,0.587,0.238258053,0.66918429,4.692647059,0.901,411,268.125,0.652372263,0.07396077,0.204781124,0.029928594,2.37,18094,1.108,2.687837838,25.93823529,6,1.122748607,0.528912658,0.894117647,0.157,0.039156627,294,0.01624848,0,0.041616005,0.008191245,4.761633691,25041,37.36636454,76,0.005318253,2.36,0.5,0.007513195,0.009686433,0.012728966,0.893832347,0.958851035,0.896758208,0.855797101,0.882405213,0.854623559,0.911711712,0.86287832,0.862757732,0.833865815,0.066,0.063738501,0.004,0.877227275,444,0.446851657,0.553148343,2371,0.097598,0.020246238,0.023196963,2.34,3,0.113407759,4576,551,166,0.120410839,0.036276224,0.273,25
1881,24377,6339,1068,304,76,1033,245,1784,983,487,496,0.29,0.338,0.628,0.238288215,0.668707483,5.09672619,0.905,490,336.6,0.686938776,0.079429405,0.223657376,0.033310673,2.77,17965,1.23,1.727008712,26.35416667,6.071428571,1.072731058,0.517544741,0.938988095,0.156,0.008982036,343,0.01909268,0.000222655,0.037016421,0.008946295,5.147509045,25411,38.19075981,42,0.004755703,2.9,0.5,0.009208331,0.01198937,0.012112972,0.912472648,0.959945689,0.902538726,0.859611231,0.873385738,0.870603015,0.895745956,0.876376989,0.878838638,0.852701702,0.051,0.040849038,0.004,0.890224392,441,0.477966975,0.522033025,2379,0.097598,0.020047277,0.023118958,2.73,3.51,0.063122739,4891,591,165,0.120834185,0.033735432,0.285,35
1882,41622,10333,1616,623,178,1592,417,3341,1583,783,852,0.276,0.33,0.606,0.238387909,0.669061708,5.325174825,0.893,705,476.025,0.675212766,0.071032746,0.21030692,0.028773794,2.8,30449,1.175,2.09861809,26.31873905,5.954545455,1.172831521,0.539771036,0.945709282,0.116,0.003533569,598,0.019639397,3.28E-05,0.041873296,0.008412277,5.401950803,42967,38.10006897,66,0.005011412,2.66,0.5,0.007045891,0.009480596,0.012357976,0.89730117,0.957380207,0.890504375,0.823529412,0.85498635,0.851827505,0.912571601,0.86553713,0.847719563,0.83937586,0.102,0.090352897,0.004,0.879594926,757,0.470305565,0.529694435,4062,0.097598,0.02015442,0.023387494,2.76,3.55,0.058524089,7916,954,284,0.120515412,0.035876705,0.278,53
1883,57670,14828,2487,946,238,2326,579,5294,2243,1109,1145,0.286,0.345,0.631,0.23837292,0.669152745,5.751592357,0.888,960,676.5,0.7046875,0.068269094,0.216112074,0.027468142,3.22,41627,1.236,2.276010318,26.02866242,6,1.049831606,0.512155049,0.922929936,0.096,0.016709512,786,0.018881976,2.40E-05,0.045739544,0.008644483,5.857015879,60043,38.94493958,127,0.004835071,2.9,0.5,0.00690832,0.009055129,0.01147717,0.887299523,0.95580996,0.883851389,0.83469748,0.845463735,0.849735958,0.870959659,0.855539568,0.848111228,0.845268542,0.135,0.110806199,0.004,0.862302757,1018,0.456998853,0.543001147,5628,0.097598,0.019561124,0.022565743,3.17,4.08,0.08237442,11157,1347,381,0.120731379,0.034148965,0.292,78
1884,78873,19136,2790,1258,564,3813,799,10007,3053,1509,1517,0.285,0.331,0.616,0.238398829,0.669224025,5.339157706,0.898,1334,931.425,0.69821964,0.069711538,0.207660834,0.027098711,3.13,58644,1.173,2.624442696,25.79578097,6.005128205,1.22295108,0.550147545,0.954219031,0.138,0.00921659,1493,0.0254587,0.000221677,0.044539936,0.008306433,5.48664825,83798,38.58103131,195,0.005005412,2.62,0.5,0.006414869,0.008655962,0.012151243,0.905379522,0.959601302,0.897112897,0.847986033,0.862718587,0.854955561,0.854166667,0.855723746,0.856527094,0.85241315,0.067,0.066591726,0.004,0.809687726,1348,0.477485439,0.522514561,7697,0.097598,0.018938968,0.021956606,3.09,3.97,0.089779006,14524,1752,505,0.120627926,0.034770036,0.282,129
1885,62725,15305,2193,965,323,3530,659,6704,2554,1263,1242,0.288,0.325,0.613,0.238368825,0.669111868,5.220224719,0.908,1143,816.75,0.714566929,0.071379504,0.221593297,0.02370418,3.03,47161,1.198,1.899150142,26.2488764,6,1.138916274,0.532473518,0.960674157,0.128,0.015801354,1212,0.025699201,0.000784547,0.039354551,0.008863732,5.319734526,66607,38.13297004,73,0.004810444,2.68,0.5,0.006278271,0.007909632,0.009540994,0.90076108,0.968102881,0.900051168,0.863327149,0.875728361,0.879872431,0.88975265,0.877608573,0.885659838,0.875282167,0.084,0.076601444,0.004,0.839681148,1104,0.490006868,0.509993132,6121,0.097598,0.019503922,0.022545336,2.99,3.84,0.041793007,11824,1426,414,0.120602165,0.035013532,0.276,119
1886,72927,17974,2679,1155,413,5554,573,9051,3243,1918,1400,0.303,0.332,0.634,0.259947618,0.628366596,5.47148289,0.911,1306,920.7,0.704977029,0.065780195,0.219063217,0.024915384,3.37,54846,1.288,1.629636298,25.86177312,6,1.183033204,0.541921764,0.955195424,0.101,0.010773751,1468,0.026765853,0.00012763,0.041789739,0.008762529,5.667213653,78967,38.87446669,98,0.004512028,3,0.5,0.0072497,0.007970302,0.009673545,0.913782672,0.968125,0.908268446,0.856384994,0.866212735,0.883018271,0.899499583,0.887572534,0.882428941,0.878850634,0.072,0.070240779,0.004,0.813834382,1244,0.49872883,0.50127117,7117,0.097598,0.018902902,0.021919348,3.32,4.27,0.048244175,13727,1658,466,0.120783857,0.033947694,0.283,188
1887,74735,20234,3088,1398,606,6053,746,5915,6345,3754,1482,0.332,0.374,0.705,0.460279841,0.628280028,6.34073724,0.91,1419,991.65,0.698837209,0.064673442,0.236954975,0.022095741,4.17,55110,1.43,0.977201388,25.80397727,6,0.928304725,0.481409765,0.955018939,0.072,0.016585366,1298,0.023552894,0.000181455,0.03306115,0.009478199,6.573380512,81427,39.89346761,102,0.004102502,3.79,0.5,0.006525053,0.008232544,0.007358471,0.899547139,0.972309913,0.907971484,0.859733397,0.874094756,0.891001888,0.891079049,0.892611684,0.897614679,0.880629021,0.068,0.051878819,0.004,0.881280525,1317,0.494626436,0.505373564,7293,0.097598,0.019527891,0.022624434,4.11,5.28,0.049972782,15142,1831,494,0.120921939,0.032624488,0.291,205
1888,75439,18000,2451,1054,521,4727,824,8234,5260,2744,1501,0.291,0.32,0.611,0.40993598,0.657171414,4.866300366,0.919,1352,930.6,0.688313609,0.069244558,0.225525216,0.021916813,2.95,57785,1.18,1.741908187,26.28394495,6,1.076376164,0.518391697,0.964220183,0.144,0.010289991,1333,0.02306827,0.000138444,0.028398373,0.009021009,4.965925413,81057,37.87382539,81,0.004833914,2.73,0.5,0.006114912,0.008254122,0.007588142,0.912988802,0.976533762,0.917762425,0.871456264,0.871546718,0.906584879,0.892919125,0.900807382,0.909351692,0.909251323,0.076,0.066435959,0.004,0.836278318,1334,0.495904654,0.504095346,7362,0.097598,0.019595458,0.022684053,2.91,3.74,0.037847192,13974,1684,500,0.120509518,0.035780736,0.266,160
1889,76478,20170,3015,1083,667,7316,759,7685,4816,2512,1483,0.334,0.358,0.692,0.3120954,0.65720524,5.956880734,0.919,1628,1131.075,0.694763514,0.069335605,0.239185029,0.025417207,3.93,57061,1.442,1.050437397,25.50183824,5.988549618,1.105735724,0.525106599,0.886948529,0.086,0.035781544,1131,0.019820893,1.75E-05,0.024657822,0.009567401,6.144687265,84510,39.98825818,262,0.003969529,3.81,0.5,0.007270739,0.009761828,0.00838464,0.914098271,0.972805448,0.921288656,0.870268449,0.879864908,0.90653622,0.904592943,0.900316122,0.917822839,0.898145859,0.069,0.054656019,0.004,0.849270378,1318,0.530657625,0.469342375,7464,0.097598,0.019097574,0.022106109,3.87,4.98,0.123972591,15405,1864,494,0.120999675,0.032067511,0.289,248
1890,74590,18883,2634,1146,444,7519,932,7940,4871,2896,1457,0.329,0.337,0.667,0.336088273,0.627140466,5.584800741,0.925,1531,1067.55,0.697289353,0.066248377,0.225409499,0.020639559,3.71,56536,1.399,1.055991488,25.272052,6,1.041953468,0.510272876,0.902506964,0.098,0.025665399,1095,0.01936819,0.000159191,0.02002264,0.00901638,5.755695486,83184,39.72633366,350,0.003995765,3.45,0.5,0.006955305,0.007963618,0.007737262,0.925688574,0.974389231,0.92490986,0.873269555,0.893799579,0.915129431,0.902180205,0.918490397,0.920055821,0.904321827,0.098,0.081422711,0.004,0.840327122,1295,0.489443289,0.510556711,7279,0.097598,0.019239055,0.022255804,3.66,4.7,0.167150134,14659,1772,485,0.12088137,0.033085476,0.281,254
1891,77660,19709,2631,1269,585,8035,985,7656,4165,2482,1534,0.331,0.343,0.674,0.274170929,0.626598465,5.69657349,0.925,1602,1146.75,0.71582397,0.066078205,0.227610689,0.021792723,3.53,58361,1.426,0.952831363,25.47788809,5.711711712,1.092685785,0.522145175,0.856498195,0.091,0.045036765,1013,0.017357482,0.000102808,0.016809171,0.009104428,5.845427597,86760,40.13844862,333,0.003938284,3.77,0.5,0.006843507,0.008618479,0.00646879,0.927898374,0.977299479,0.921425409,0.876367971,0.883995704,0.909475951,0.911564626,0.90973822,0.916882157,0.898422882,0.072,0.054677897,0.004,0.852124646,1364,0.501527686,0.498472314,7579,0.097598,0.019463193,0.0224304,3.48,4.47,0.154058361,15224,1839,511,0.120796111,0.033565423,0.28,272
1892,63876,15643,2007,1010,417,6178,561,5978,3201,1877,1289,0.317,0.328,0.644,0.267996622,0.630366286,5.096634093,0.928,1339,950.4,0.70978342,0.070667089,0.225945869,0.020877616,3.28,48320,1.355,0.967627064,25.58932462,6,1.130218078,0.530564495,0.883986928,0.1,0.026726058,603,0.012479305,2.07E-05,0.015459437,0.009037835,5.245778146,70683,39.49588162,223,0.004165224,3.25,0.5,0.006565585,0.007250484,0.007037929,0.935506181,0.975765499,0.928424259,0.879046224,0.896573604,0.911644134,0.900668964,0.90625,0.923007654,0.902084022,0.072,0.057879559,0.004,0.859618636,1146,0.503798024,0.496201976,6234,0.097598,0.019881337,0.022938723,3.23,4.16,0.124606788,12209,1473,429,0.120648702,0.035138013,0.271,209
1893,56898,15913,2197,1047,460,6143,639,3342,2752,1614,1148,0.356,0.379,0.736,0.229898373,0.63032524,6.570063694,0.931,1268,904.2,0.713091483,0.066768469,0.247915087,0.020966772,4.66,41593,1.591,0.54403386,25.37261146,6,1.049996393,0.512194264,0.824203822,0.056,0.041397154,521,0.012526146,0.000144255,0.012886784,0.009916603,6.695958455,63724,41.3662876,293,0.003577233,4.45,0.5,0.007137068,0.007398499,0.006509634,0.936470295,0.978335099,0.932813437,0.893281227,0.896985962,0.914857651,0.91316726,0.906053755,0.925127492,0.911714771,0.059,0.042571612,0.004,0.91189497,1020,0.53033452,0.46966548,5553,0.097598,0.019865615,0.023050603,4.59,5.9,0.190200274,12209,1478,382,0.121058236,0.031288394,0.295,208
1894,57577,17809,2753,1300,629,5870,602,3333,3148,1843,1156,0.379,0.435,0.814,0.25465585,0.630735324,7.381727159,0.927,1298,909.975,0.701059322,0.066227869,0.265139802,0.021199654,5.33,41494,1.712,0.567802385,24.57769424,6.914634146,0.936865337,0.483701845,0.813909774,0.04,0.04737516,488,0.011760736,7.23E-05,0.010097845,0.010605592,7.675615752,64116,41.72005591,328,0.003433008,5.35,0.5,0.006813239,0.007625586,0.00665601,0.92435494,0.976007977,0.92843521,0.878380516,0.897223863,0.915056938,0.912486369,0.906942025,0.922810811,0.914045469,0.05,0.046108427,0.004,0.913168453,1028,0.53560049,0.46439951,5619,0.097598,0.019785211,0.022779854,5.25,6.75,0.213428447,13127,1593,385,0.121352937,0.029328864,0.318,198
