YEAR,AB,Hits,Doubles,Triples,Homeruns,BB,HBP,K,SB,CS,SAC,OBP,SLG,OPS,SBAperRFB,SB%,Runs Per Game,FLD%,DP,GIDP,GIDP/DP(league),DPperRFB,OF PutOuts/(IPouts-K),OF Assists/(IPouts-K),ERA,IPouts,WHIP,K:BB ratio,IPouts/GS,IPouts/RA,GB:FB,GB%,CG%,SHO per Win,SV per Win,Wild Pitches,Wild Pitches per IPout,Balks/IPouts,Passed Balls/IPouts,SF/(IPouts-K),Runs per 27 IPouts,BFP,BFP per 27 outs,Relief Appearances,Pickoffs per RFB,ERC,XBT,LF Assists per Ipout-K,CF Assists per Ipout-K,RF Assists per Ipout-K,C FLD,1B FLD,2B FLD,3B FLD,SS FLD,OF FLD,P FLD,LF FLD,CF FLD,RF FLD,DefEff Spread (Max - Min),BABIP Against Spread,PH AB per AB,Sac Bunt Success Rate,Position Player SAC Bunts,Estimated  OF AO percentage,Estimated IF AO percentage,Pitcher AB,P AB/Total AB,Position Player SAC/AB,Pitcher SAC/AB,SP ERA,RP ERA,Relief Appearances per 27 IPouts,Singles,Infield Swinging Singles NonBunt (estiamted 1871-1987),Bunt Singles (estimated 1871-1987),Infield Swinging Singles/Total Singles,Bunt Singles/Total Singles,MLB pBABIP,IBB
1963,109814,27043,4098,791,2704,9591,714,18773,1236,763,1448,0.309,0.372,0.681,0.067181986,0.618309155,3.946880791,0.977,2876,2256,0.784422809,0.096656024,0.285295362,0.009760296,3.46,87316,1.259,1.957355854,19.50710315,5.023502496,1.06,0.514563107,0.26714021,0.17,0.363411619,914,0.010467726,0.002221815,0.00366485,0.011219235,3.95185304,122356,37.83512758,4808,0.00426819,3.38,0.47,0.003034591,0.003020002,0.00331179,0.987434835,0.989655719,0.976696408,0.94422076,0.963008861,0.979132292,0.953079605,0.973581213,0.984134793,0.978086079,0.031,0.019,0.033183081,0.760104987,905,0.597858173,0.402141827,8164,0.074343891,0.008903099,0.066511514,3.46,3.44,1.486737826,19450,2371,482,0.121902314,0.024781491,0.273,933
1964,110464,27669,4270,760,2762,9621,694,19212,1176,719,1462,0.313,0.378,0.69,0.062764971,0.620580475,4.035670357,0.977,2925,2394,0.818461538,0.096879968,0.277641746,0.009354427,3.58,87415,1.28,1.996881821,18.97447724,5.012283096,1.12,0.528301887,0.245079951,0.166,0.412962963,979,0.011199451,0.000743579,0.004164045,0.0108353,4.05362924,122993,37.98902934,5129,0.003610228,3.5,0.47,0.002521883,0.003167016,0.003489583,0.988821899,0.990622443,0.976260955,0.948097906,0.965171408,0.976362639,0.95459854,0.970032351,0.979342486,0.978529082,0.051,0.049,0.035070249,0.765044479,909,0.59946529,0.40053471,8095,0.073281793,0.008879641,0.068313774,3.65,3.4,1.584201796,19877,2424,487,0.121949992,0.024500679,0.279,1015
1965,109739,26952,4199,787,2688,10036,720,19283,1449,784,1488,0.311,0.372,0.683,0.074349071,0.648902821,3.988293284,0.977,2942,2365,0.803874915,0.09795565,0.279034337,0.008511075,3.5,87547,1.267,1.921383021,18.85027726,4.924715113,1.11,0.526066351,0.227664818,0.15,0.416306362,1046,0.011947868,0.000822415,0.004603242,0.011221141,3.992621106,122763,37.86081762,5353,0.005427183,3.4,0.48,0.002695418,0.002255947,0.003530411,0.987915937,0.990514525,0.975914829,0.955333267,0.963019842,0.976644589,0.953475096,0.972506287,0.979712378,0.976769912,0.041,0.043,0.038719496,0.782334385,923,0.601057098,0.398942902,7937,0.072326156,0.00906662,0.071185586,3.58,3.31,1.65089609,19278,2348,496,0.121796867,0.02572881,0.274,1130
1966,109467,27207,4120,820,2743,9331,682,18805,1455,926,1455,0.31,0.376,0.686,0.080610759,0.611087778,3.99380805,0.977,2945,2355,0.799660441,0.099705454,0.283211615,0.009498441,3.52,87132,1.258,2.01532526,18.84582043,4.978009479,1.09,0.5215311,0.227863777,0.153,0.412895226,1039,0.011924436,0.001101777,0.003695542,0.010859543,3.997383281,121688,37.7080292,5275,0.006229475,3.41,0.48,0.003146633,0.002941736,0.003292988,0.987842489,0.989927288,0.976884656,0.954182879,0.962314939,0.978142612,0.949574817,0.971486418,0.982855013,0.978379219,0.041,0.041,0.037024857,0.771883289,947,0.603759719,0.396240281,8003,0.073108791,0.00933336,0.063476196,3.57,3.42,1.6345889,19524,2380,485,0.12190125,0.024841221,0.276,1088
1967,109205,26464,4082,792,2299,9665,751,19413,1373,940,1480,0.306,0.357,0.664,0.077860437,0.593601383,3.768518519,0.978,2850,2245,0.787719298,0.095936985,0.281714118,0.009436454,3.3,87553,1.238,2.008587688,19.17623457,4.900346955,1.12,0.528301887,0.241358025,0.169,0.400742115,985,0.011250328,0.001153587,0.003951892,0.010830643,3.765376401,121848,37.57605108,5189,0.004544383,3.19,0.49,0.003155269,0.002759026,0.003448782,0.989407696,0.991027169,0.97731703,0.952730079,0.962814257,0.977833604,0.958662886,0.972627737,0.981105757,0.978706748,0.052,0.051,0.037681425,0.844748858,947,0.610055267,0.389944733,7920,0.072524152,0.009349854,0.06729798,3.35,3.21,1.600207874,19291,2350,493,0.121818465,0.025555959,0.274,1295
1968,108622,25710,3869,697,1995,9156,778,19143,1515,931,1507,0.299,0.34,0.639,0.084104116,0.619378577,3.418153846,0.978,2820,2217,0.786170213,0.096963862,0.28160098,0.00980192,2.98,87701,1.193,2.090760157,19.94,4.780167015,1.13,0.530516432,0.276,0.209,0.370599135,1007,0.011482195,0.000946397,0.003603152,0.010983401,3.420063625,120823,37.19707871,4790,0.005226421,2.92,0.48,0.0030631,0.003136031,0.003588203,0.989786035,0.990823128,0.977067165,0.952254902,0.962478026,0.977942975,0.957671958,0.971223022,0.981929932,0.978992895,0.05,0.05,0.035284446,0.785304846,882,0.613967901,0.386032099,7978,0.073447368,0.008763563,0.078340436,2.98,3,1.474669616,19149,2331,502,0.121729594,0.026215468,0.269,1223
1969,131287,32581,4840,849,3119,13429,882,22473,1850,1118,1669,0.32,0.369,0.689,0.07793299,0.623315364,4.072456321,0.977,3629,2900,0.799118214,0.09528936,0.28383557,0.010048784,3.61,104672,1.319,1.673467868,19.31551901,4.738313253,1.11,0.526066351,0.252312436,0.154,0.383427689,1284,0.012266891,0.001251529,0.004432895,0.011119357,4.088485937,148192,38.22592479,6225,0.005750446,3.59,0.47,0.003175221,0.002992737,0.004343119,0.98802885,0.991795519,0.974668858,0.950415222,0.964636048,0.975420599,0.954381907,0.97105802,0.979561736,0.97444724,0.06,0.054,0.036591311,0.749438707,951,0.601547873,0.398452127,9639,0.073419303,0.007817638,0.074489055,3.6,3.63,1.605730281,23773,2902,556,0.122071257,0.023387877,0.276,1436
1970,132140,33555,5235,927,3429,13727,825,22374,1908,1078,1630,0.326,0.385,0.711,0.077526223,0.638981916,4.341563786,0.978,3695,3023,0.818132612,0.095934157,0.287851877,0.009573976,3.88,104576,1.356,1.629926422,19.1867284,4.63625116,1.11,0.526066351,0.219135802,0.12,0.451878538,1249,0.011943467,0.00122399,0.003700658,0.012043503,4.358170135,149324,38.55328182,6468,0.005659985,3.83,0.46,0.003211601,0.00278582,0.003637381,0.987603462,0.991735537,0.979143954,0.946981456,0.966180438,0.977615257,0.9511323,0.974373496,0.981706694,0.975446146,0.042,0.047,0.037611909,0.750460405,872,0.614994022,0.385005978,9672,0.073195096,0.007120227,0.078370554,3.92,3.77,1.66994339,23964,2928,543,0.122183275,0.022658988,0.281,1464
1971,130544,32547,4931,808,2863,12536,821,20956,1765,1039,1802,0.317,0.365,0.682,0.075170232,0.629457917,3.88880289,0.979,3737,3091,0.827134065,0.100182296,0.298638191,0.009262703,3.46,104301,1.297,1.671665603,19.90557276,4.69346473,1.12,0.528301887,0.279153767,0.163,0.35588843,1115,0.010690214,0.000930001,0.004007632,0.011842342,3.901889723,146700,37.97566658,5785,0.005415259,3.47,0.45,0.003059572,0.00278361,0.003275541,0.987770045,0.992033974,0.979437229,0.952979909,0.966999003,0.980145852,0.956288344,0.975541672,0.982670455,0.981129748,0.041,0.039,0.034815581,0.737919738,1019,0.647356215,0.352643785,9582,0.073400539,0.008424133,0.081715717,3.5,3.37,1.497540771,23945,2918,600,0.121862602,0.025057423,0.276,1396
1972,124828,30434,4652,746,2534,11727,751,20718,1807,1105,1758,0.311,0.354,0.664,0.08324757,0.620535714,3.686390533,0.978,3476,2797,0.804660529,0.099371069,0.297728329,0.010033529,3.26,100351,1.26,1.766692249,19.98413125,4.816047329,1.11,0.526066351,0.271382464,0.192,0.394510226,1069,0.010652609,0.000916782,0.003208737,0.011088368,3.687676256,139958,37.65648574,5409,0.00626072,3.24,0.45,0.003377997,0.002863135,0.003767282,0.986098164,0.991509641,0.977809986,0.949794455,0.966652837,0.980593379,0.9500633,0.977269596,0.983755423,0.979677378,0.045,0.043,0.034271157,0.719312602,996,0.644175469,0.355824531,9220,0.073861634,0.008615321,0.082646421,3.28,3.21,1.45532182,22502,2740,585,0.121766954,0.025997689,0.272,1378
1973,132363,34010,5224,790,3102,13100,755,20358,2034,1213,1550,0.325,0.379,0.704,0.083795711,0.626424392,4.214101904,0.977,3829,3129,0.817184644,0.098815453,0.301514037,0.010216189,3.74,104636,1.351,1.554045802,19.68811117,5.284238212,1.11,0.526066351,0.273031395,0.151,0.421730175,1199,0.011458771,0.000907909,0.003430942,0.011972282,4.225620245,148789,38.39312474,5323,0.007974399,3.77,0.45,0.003203683,0.003144356,0.003702034,0.985920118,0.991681398,0.980327869,0.948095159,0.961751608,0.978175859,0.950589777,0.976833977,0.981734732,0.974834274,0.048,0.043,0.027809886,0.755360624,1129,0.651954186,0.348045814,4755,0.035923936,0.008847408,0.088538381,3.76,3.68,1.37353301,24894,3047,516,0.122398972,0.020727886,0.281,1357
1974,132256,33969,5206,847,2649,12963,774,19495,2488,1383,1734,0.324,0.369,0.693,0.099246231,0.642727977,4.124935733,0.976,3790,3083,0.813456464,0.097169521,0.309262645,0.010007969,3.62,104827,1.343,1.503895703,19.64652956,5.220955882,1.08,0.519230769,0.279948586,0.147,0.263917526,1086,0.010359926,0.001774352,0.003252979,0.012937702,4.13292377,148855,38.34016999,5440,0.007076197,3.64,0.44,0.003000047,0.003199269,0.003691464,0.984336739,0.991493015,0.974292464,0.950998329,0.963042394,0.979425201,0.945295983,0.975299584,0.985130443,0.975810296,0.048,0.046,0.031038289,0.741659538,1315,0.662334025,0.337665975,4693,0.035484212,0.010308632,0.089281909,3.67,3.48,1.40116573,25267,3086,577,0.122135592,0.02283611,0.282,1353
1975,131473,33863,5443,887,2698,13402,761,19280,2524,1369,1873,0.327,0.374,0.701,0.099825632,0.64834318,4.212771458,0.975,3691,3014,0.816580872,0.094645879,0.307390567,0.010248316,3.7,104172,1.361,1.438591255,19.62073423,5.232975574,1.1,0.523809524,0.271975181,0.138,0.346094154,1158,0.011116231,0.0019583,0.003273432,0.012804505,4.223447759,148621,38.52059095,5402,0.007461921,3.72,0.45,0.003639919,0.003027376,0.003687038,0.984061043,0.9901585,0.975158147,0.949839486,0.961334076,0.978494234,0.942931937,0.975053204,0.9835825,0.975283088,0.064,0.059,0.030226739,0.765114379,1404,0.665147873,0.334852127,4649,0.035360873,0.01107046,0.10088191,3.8,3.43,1.400126714,24835,3026,624,0.121844172,0.02512583,0.282,1338
1976,131525,33598,5240,966,2235,12391,684,18745,3054,1544,1793,0.32,0.361,0.681,0.120265746,0.664201827,3.994842702,0.977,3632,2910,0.801211454,0.094998954,0.315231542,0.010344988,3.51,104777,1.317,1.512791542,19.59747292,5.245716369,1.07,0.516908213,0.267921609,0.168,0.352243424,1047,0.009992651,0.001679758,0.002920488,0.013750697,3.992135679,147598,38.03454957,5486,0.00797761,3.45,0.44,0.003382462,0.003324344,0.003545192,0.983631403,0.991563903,0.97542044,0.952460663,0.965426718,0.979990905,0.94998041,0.977006045,0.984258132,0.977230698,0.038,0.038,0.029986695,0.80439659,1314,0.67689484,0.32310516,4482,0.034077172,0.010342955,0.106871932,3.55,3.4,1.413688119,25157,3070,597,0.122033629,0.02373097,0.281,1156
1977,143975,38037,6441,1170,3644,13757,791,21722,3017,1779,1764,0.329,0.401,0.73,0.116041616,0.629065888,4.470518307,0.977,3884,3139,0.808187436,0.093975321,0.306191595,0.010131701,3.99,113217,1.372,1.578977975,18.91607228,5.246453624,1.12,0.528301887,0.215644318,0.113,0.401806942,1166,0.010298807,0.00207566,0.002596783,0.013454287,4.484141074,161545,38.52526564,6415,0.009097508,3.97,0.46,0.003246079,0.003180502,0.003606754,0.985438358,0.990812838,0.977750579,0.956308447,0.96295085,0.978464451,0.948928571,0.974494485,0.984560871,0.974285081,0.037,0.035,0.030442785,0.78785172,1347,0.67150026,0.32849974,4496,0.031227644,0.009657368,0.09274911,4.11,3.7,1.529849758,26782,3274,587,0.122246285,0.021917706,0.287,1297
1978,141567,36508,6186,1020,2956,13566,772,20058,3004,1617,1986,0.323,0.379,0.702,0.113582735,0.650075741,4.103472883,0.978,3836,3076,0.801876955,0.094287681,0.314014627,0.010083088,3.68,112490,1.335,1.478549314,19.42197907,5.235104397,1.08,0.519230769,0.245956232,0.145,0.382492864,1054,0.009369722,0.002426882,0.002631345,0.013783105,4.140608054,159192,38.2094764,5891,0.009733556,3.64,0.44,0.003526917,0.002877791,0.003581011,0.983942908,0.991801331,0.978225842,0.953339433,0.965096481,0.979295457,0.952524038,0.975577265,0.983327885,0.977596741,0.033,0.032,0.028135088,0.791866029,1535,0.674951022,0.325048978,4520,0.031928345,0.011200537,0.099778761,3.72,3.57,1.413965686,26346,3211,661,0.121878084,0.025089198,0.28,1338
1979,142792,37911,6415,1066,3433,13601,754,20035,2983,1598,1896,0.33,0.397,0.727,0.110780615,0.651167867,4.457598857,0.978,4101,3326,0.811021702,0.099172954,0.313961039,0.010541126,3.99,112435,1.374,1.473053452,19.0493327,5.095469509,1.09,0.5215311,0.217588179,0.113,0.400763359,1146,0.010192556,0.001476409,0.003041757,0.014220779,4.493716369,160378,38.51297194,6377,0.008367189,3.94,0.45,0.003495671,0.003149351,0.003841991,0.983791085,0.99196452,0.978329105,0.952253424,0.965109814,0.980282058,0.949834822,0.975615138,0.984350548,0.979529062,0.049,0.048,0.028811138,0.778644764,1473,0.679144234,0.320855766,4532,0.031738473,0.010653841,0.093336275,4.07,3.81,1.531364789,26997,3296,631,0.122087639,0.023372967,0.286,1366
1980,144160,38144,6345,1076,3087,13190,657,20212,3294,1610,1883,0.326,0.388,0.714,0.118217101,0.671696574,4.288123515,0.978,4114,3362,0.817209528,0.099173155,0.313188108,0.01059204,3.83,113584,1.356,1.53237301,18.99144893,5.106286061,1.11,0.526066351,0.203325416,0.126,0.429319372,1031,0.009076983,0.002262643,0.002588393,0.013879964,4.291370263,161210,38.32115439,6586,0.008461297,3.79,0.45,0.00356638,0.002880949,0.003898385,0.98465037,0.992259121,0.980618037,0.949551484,0.964690237,0.979835311,0.954430074,0.978587173,0.983414634,0.976272314,0.051,0.05,0.031319367,0.792842105,1422,0.685367016,0.314632984,4429,0.030722808,0.010176697,0.104086701,3.97,3.51,1.565555008,27636,3376,627,0.122159502,0.022687799,0.287,1435
1981,94467,24157,4000,659,1781,8868,464,13237,2021,1100,1252,0.32,0.369,0.689,0.115383193,0.647548863,3.9982066,0.979,2664,2208,0.828828829,0.098487929,0.314611269,0.010346828,3.58,75285,1.316,1.492670275,18.74246772,4.950773861,1.12,0.528301887,0.182926829,0.149,0.435565155,715,0.009497244,0.002404197,0.002244803,0.013360624,3.997728631,105892,37.97680813,4651,0.009427336,3.5,0.45,0.00378739,0.003029912,0.003593992,0.985128269,0.992687643,0.981663059,0.948925678,0.963681217,0.981657179,0.96096881,0.977226956,0.987103175,0.979118329,0.061,0.057,0.032519292,0.801023672,958,0.689749613,0.310250387,2795,0.029587052,0.010450301,0.105187835,3.68,3.36,1.668021518,17717,2163,417,0.122086132,0.023536716,0.279,895
1982,144149,37651,6316,964,3379,13302,677,21221,3176,1617,1740,0.324,0.389,0.713,0.116985185,0.662633006,4.297579497,0.979,3905,3147,0.805889885,0.095311318,0.313772805,0.00981453,3.85,113635,1.345,1.595324011,18.68984338,5.109288016,1.1,0.523809524,0.1741813,0.113,0.442545109,1091,0.009600915,0.002252827,0.002631232,0.013212284,4.302987636,161104,38.27876975,6825,0.009104,3.78,0.44,0.003376112,0.002889173,0.003484321,0.986364887,0.992078975,0.980014708,0.952744962,0.965846168,0.980742733,0.955281605,0.977542373,0.983988478,0.979865772,0.037,0.039,0.030711278,0.842207164,1269,0.682256438,0.317743562,4458,0.030926333,0.009084336,0.105652759,4.05,3.4,1.62163946,26992,3302,579,0.122332543,0.0214508,0.284,1319
1983,143538,37443,6463,1033,3301,13518,717,21716,3325,1619,1561,0.325,0.389,0.714,0.120936376,0.672532362,4.307728781,0.979,4031,3296,0.817663111,0.098603263,0.31899246,0.009944268,3.86,113226,1.35,1.606450658,18.83641536,4.996153846,1.08,0.519230769,0.176623992,0.118,0.463912631,1076,0.009503118,0.002349284,0.002835038,0.013725276,4.332838747,160615,38.30043453,6760,0.010126954,3.79,0.45,0.003737296,0.002600809,0.003704513,0.98506486,0.99196835,0.979590053,0.952187182,0.964854239,0.980699756,0.955121112,0.976868138,0.985538209,0.978199259,0.043,0.043,0.031113712,0.869153675,1092,0.688969779,0.311030221,4452,0.031016177,0.007851257,0.105345912,3.99,3.54,1.611997244,26646,3266,520,0.122569992,0.019515124,0.285,1379
1984,143829,37381,6213,985,3258,13320,668,22500,3032,1511,1435,0.323,0.385,0.708,0.111040501,0.667400396,4.256769596,0.978,3908,3193,0.817041965,0.095519761,0.322687443,0.009645309,3.81,113114,1.345,1.689189189,18.78574822,4.883881154,1.03,0.507389163,0.150118765,0.121,0.471958175,1129,0.009981081,0.002501901,0.002775961,0.014192067,4.277693301,160566,38.3266616,6967,0.00637939,3.74,0.45,0.003564571,0.002825171,0.003189353,0.98679281,0.991258572,0.979257306,0.946925778,0.963565076,0.981222494,0.955948233,0.976781857,0.986546349,0.978644986,0.045,0.041,0.034339389,0.914012739,1033,0.677524264,0.322475736,4428,0.030786559,0.007410277,0.090785908,3.96,3.46,1.663003695,26925,3306,478,0.122785515,0.017753018,0.286,1270
1985,143075,36778,6423,965,3602,13838,699,22451,3097,1431,1549,0.323,0.391,0.714,0.112287663,0.683966431,4.330955777,0.979,4018,3293,0.819561971,0.099640422,0.313802817,0.009533278,3.89,112976,1.344,1.622416534,18.66072278,4.725815292,1.09,0.5215311,0.149072753,0.122,0.465016659,1140,0.010090639,0.002009276,0.003053746,0.012637393,4.353420195,160320,38.31468631,7298,0.006125232,3.78,0.44,0.003159348,0.002861088,0.003380282,0.986737401,0.99197624,0.982355767,0.950563403,0.963828549,0.980747946,0.952938337,0.977184196,0.984834443,0.978908604,0.034,0.034,0.033513891,0.803423237,1081,0.678602163,0.321397837,4266,0.02981653,0.007787679,0.109704641,3.96,3.73,1.744140348,25788,3159,516,0.122498837,0.020009307,0.281,1337
1986,143106,36880,6511,855,3813,14227,812,24706,3312,1620,1515,0.326,0.395,0.721,0.121060383,0.671532847,4.409177366,0.979,3903,3119,0.799128875,0.095802651,0.316949172,0.009681035,3.96,113023,1.357,1.73655725,18.56966239,4.622584061,1.07,0.516908213,0.137660485,0.112,0.477640343,1323,0.011705582,0.002557002,0.003229431,0.013304347,4.430204472,160858,38.42727586,7554,0.005277369,3.89,0.44,0.002977909,0.002728806,0.003985643,0.987277797,0.991273868,0.980452768,0.947202652,0.965268448,0.979645236,0.955919854,0.976423929,0.984929846,0.976036343,0.051,0.047,0.032444255,0.708606174,1082,0.681184754,0.318815246,4299,0.030040669,0.007794996,0.100721098,4.06,3.74,1.804570751,25701,3150,504,0.122563324,0.019610132,0.286,1289
1987,144095,37895,6793,896,4458,14389,842,25099,3585,1529,1455,0.331,0.415,0.747,0.124795627,0.701016817,4.72280285,0.98,3870,3124,0.807235142,0.094438615,0.312924394,0.009335235,4.28,112724,1.391,1.744318577,18.24085511,4.520065417,1.11,0.526066351,0.133254157,0.101,0.46128266,1333,0.011825343,0.003158156,0.003717043,0.012667618,4.762437458,161922,38.78405663,7947,0.006735157,4.19,0.46,0.003400856,0.002236805,0.003583452,0.987400048,0.991572622,0.981077014,0.951522076,0.967635765,0.980451389,0.955072641,0.977547106,0.984986065,0.977649194,0.04,0.043,0.032450814,0.725685786,1009,0.68868753,0.31131247,4282,0.029716506,0.007216782,0.104156936,4.4,4.03,1.90348994,25748,3158,485,0.122650303,0.018836414,0.289,1287
1988,142568,36244,6386,840,3180,12984,918,23355,3301,1418,1630,0.318,0.378,0.696,0.118746855,0.699512609,4.138095238,0.98,3759,3087,0.82122905,0.094589834,0.325684901,0.007919864,3.72,113003,1.307,1.798752311,19.08142857,4.482471696,1.04,0.509803922,0.148095238,0.139,0.5,1262,0.011167845,0.008176774,0.00299992,0.014110744,4.152633116,159380,38.0809359,7331,0.007775541,3.56,0.44,0.003011779,0.002130555,0.002855613,0.988146831,0.991664844,0.980951517,0.950974699,0.969259039,0.980241817,0.957668712,0.977997449,0.98510101,0.976275593,0.031,0.033,0.029536782,0.721558212,1150,0.689867628,0.310132372,4281,0.030027776,0.008316038,0.112123336,3.81,3.51,1.751608364,25838,3114,605,0.120520164,0.023415125,0.282,1367
1989,142821,36293,6307,868,3083,13528,801,23650,3116,1441,1626,0.32,0.375,0.695,0.112897632,0.683783191,4.132241216,0.979,3762,3064,0.814460393,0.093201863,0.324889659,0.008637354,3.7,113145,1.321,1.748225902,18.47222222,4.473417722,1.05,0.512195122,0.114672365,0.139,0.508321446,1286,0.011365946,0.003597154,0.002978479,0.013855523,4.153387246,160033,38.18896991,7899,0.009290457,3.55,0.44,0.00290519,0.00258115,0.003251578,0.987521956,0.992414696,0.981337551,0.942977737,0.96875155,0.980942367,0.95393053,0.97887095,0.984475512,0.978629793,0.042,0.04,0.032033104,0.712220762,1186,0.689954734,0.310045266,4236,0.029659504,0.008557925,0.103871577,3.85,3.39,1.884952936,26035,3132,605,0.120299597,0.023237949,0.283,1446
1990,142768,36817,6526,865,3317,13852,861,23853,3290,1510,1559,0.325,0.385,0.71,0.117583656,0.685416667,4.256294537,0.98,3792,3077,0.811445148,0.092891088,0.326932169,0.009410387,3.85,112691,1.349,1.721989604,18.18598575,4.257866824,1.03,0.507389163,0.101900238,0.124,0.528741093,1355,0.01202403,0.002555661,0.00343417,0.014194376,4.29327098,160316,38.41062729,8484,0.009553672,3.77,0.43,0.00335442,0.00237511,0.003534524,0.988889696,0.99221126,0.983511689,0.945200957,0.969784459,0.981135176,0.954655767,0.978771309,0.984510799,0.979322713,0.056,0.05,0.033137678,0.714482126,1081,0.688839833,0.311160167,4110,0.028787964,0.00779616,0.116301703,3.98,3.59,2.032708912,26109,3247,538,0.124363246,0.020605921,0.287,1384
1991,142968,36558,6499,894,3383,13984,905,24390,3120,1567,1624,0.323,0.385,0.708,0.115241818,0.665671005,4.307747148,0.981,3741,3021,0.807538091,0.091982002,0.320538917,0.009086922,3.91,113309,1.338,1.744136156,18.23859316,4.079102979,1.08,0.519230769,0.086977186,0.129,0.538022814,1391,0.012276165,0.002126927,0.003247756,0.014046492,4.319418581,160746,38.3035946,8963,0.00440117,3.73,0.43,0.00274407,0.00259787,0.00368875,0.988614531,0.992158381,0.981225118,0.952849528,0.968765444,0.982991714,0.955394966,0.980548092,0.987447331,0.979916594,0.05,0.045,0.034000853,0.747697974,1171,0.690892901,0.309107099,3999,0.027971294,0.00842634,0.11327832,4.02,3.67,2.135761502,25782,3340,666,0.129547746,0.025831976,0.285,1228
1992,142895,36544,6563,845,3038,13682,980,23538,3264,1601,1665,0.322,0.377,0.7,0.119357213,0.670914697,4.117046534,0.981,3822,3109,0.813448456,0.0937684,0.329156985,0.009027137,3.74,113489,1.328,1.72036252,18.58855651,3.892710983,1.04,0.509803922,0.099477683,0.142,0.526590693,1296,0.011419609,0.001929702,0.002608182,0.01438561,4.125571641,160545,38.19502331,9039,0.004685967,3.63,0.43,0.002912697,0.002712588,0.003412969,0.989948643,0.99311469,0.98216766,0.950787075,0.969201822,0.983319325,0.953830796,0.980211496,0.987644152,0.980850373,0.045,0.038,0.031498653,0.722342733,1190,0.6966927,0.3033073,4090,0.028622415,0.008573178,0.116136919,3.85,3.49,2.15045511,26098,3379,695,0.129473523,0.026630393,0.285,1315
1993,154995,41088,7449,940,4030,15110,1200,26310,3263,1660,1811,0.332,0.403,0.736,0.109451077,0.662807231,4.597620097,0.98,4237,3431,0.809771064,0.094199515,0.327252103,0.009715264,4.18,121521,1.387,1.741230973,18.33186426,3.720372707,1.07,0.516908213,0.081754077,0.097,0.525573192,1473,0.012121362,0.002452251,0.003003596,0.015019273,4.635643222,174564,38.78529637,10301,0.005091265,4.08,0.43,0.003402968,0.002604741,0.003697052,0.98987727,0.992074218,0.980573504,0.947779862,0.968926424,0.981009755,0.952886297,0.979577535,0.9854531,0.976904856,0.047,0.041,0.030736475,0.716376582,1213,0.701406448,0.298593552,4760,0.030710668,0.008074017,0.125630252,4.26,4.01,2.288715531,28669,4186,612,0.146011371,0.0213471,0.294,1477
1994,110266,29743,5723,702,3306,11131,876,19766,2258,1032,1207,0.339,0.424,0.763,0.102751491,0.686322188,4.9225,0.981,2979,2442,0.819738167,0.093038508,0.323458549,0.009682845,4.5,85759,1.43,1.775761387,18.2546875,3.672800537,1.11,0.526066351,0.0796875,0.08943,0.485928705,1162,0.013549598,0.002028942,0.003183339,0.015031897,4.959292902,124483,39.1917,7443,0.008744808,4.41,0.44,0.003091237,0.00262149,0.004015577,0.991417273,0.992264872,0.980815062,0.949796472,0.967701203,0.981084095,0.956924112,0.979409538,0.985057471,0.977777778,0.043,0.044,0.028204524,0.721889952,785,0.706743234,0.293256766,3380,0.030653148,0.007344273,0.124852071,4.55,4.41,2.343322567,20012,2916,400,0.145712572,0.019988007,0.3,1008
1995,138571,36975,6958,824,4081,14240,1219,25425,2933,1257,1488,0.338,0.417,0.755,0.103275739,0.7,4.847297967,0.981,3836,3145,0.819864442,0.094550295,0.316011661,0.009314028,4.45,108096,1.421,1.785463483,17.77937531,3.681206356,1.12,0.528301887,0.06817055,0.101,0.499007937,1414,0.013080965,0.001840956,0.003459888,0.014188772,4.884158526,156703,39.14095804,9881,0.009021222,4.34,0.44,0.003302246,0.002624862,0.003411112,0.989687118,0.992935132,0.982623106,0.948634361,0.970888608,0.980986789,0.958173902,0.977761836,0.985540119,0.978479366,0.047,0.045,0.032481544,0.71988389,962,0.69416188,0.30583812,4117,0.029710401,0.007154863,0.127762934,4.53,4.29,2.468056172,25112,3567,531,0.142043644,0.021145269,0.298,1105
1996,156801,42320,7987,855,4962,16093,1404,29308,3239,1343,1544,0.34,0.427,0.767,0.099580553,0.706896552,5.035509484,0.981,4353,3609,0.829083391,0.094603699,0.320555568,0.009472362,4.6,121682,1.44,1.821164481,17.86921041,3.676582278,1.1,0.523809524,0.063961182,0.089,0.492497793,1553,0.012762775,0.001618974,0.002736641,0.01515578,5.065967029,177261,39.33241564,11060,0.007302284,4.51,0.43,0.00321519,0.002792994,0.003475004,0.989878049,0.992411684,0.980386266,0.951453977,0.968802228,0.980658449,0.957218621,0.976984298,0.986758827,0.976656087,0.041,0.039,0.031262556,0.702456779,985,0.697369159,0.302630841,4669,0.029776596,0.00647464,0.119725851,4.73,4.34,2.454101675,28516,4000,530,0.140272128,0.018586057,0.301,1343
